study,cell,original_cell,task,side,selected_for_24_pair_view,terminal,native_reward,functional_tests,reported_functional_tests,native_tests,failed_tests,cleanup_status,resources_removed,archive_readable,requests,known_input,known_output,known_total,unknown_usage_requests,known_cache_read,unknown_cache_read_requests,known_cache_write,unknown_cache_write_requests,known_reasoning,native_execution_seconds,wrapper_execution_seconds,verifier_stage_seconds,queue_seconds,preparation_queue_seconds,agent_queue_seconds,verifier_queue_seconds,request_interval_union_seconds,time_before_first_data_union_seconds,first_data_p50_seconds,first_data_p95_seconds,request_p50_seconds,request_p95_seconds,oom_events,flags,manual_finding,evidence_sha256
v9,0033,0033,deepswe-1.1/valibot-recursive-schema-composition,candidate,False,True,,unknown,unknown,{},[],completed,True,,0,0,0,0,0,0,0,0,0,0,,,,125.42305313295219,4.37692683597561,121.04608222097158,,0.0,0.0,,,,,0,network_start_failure;score_missing,,939b071b944b54ef5be791aec270592b5a2b3ac82c6d44784b8771c2e3196e52
v9,0034,0034,local24-repro-v6/build-cython-ext,candidate,True,True,0.0,started,started,"{""passed"":10,""failed"":1}","[""test_outputs.py::test_ccomplexity""]",completed,True,True,29,1148002,4825,1152827,0,1040768,0,0,29,706,,400.877,52.536437854054384,86.53221863997169,1.6029984810156748,84.92917985992972,,225.46433520317078,149.0910086631775,4.987266302108765,10.607391357421875,7.218133926391602,15.136971473693848,0,functional_test_failures,,65239f672632eb78fdaa598d38bbf7fcfcf23a8500e85eeeb4458294191a8d27
v9,0035,0035,local24-repro-v6/build-cython-ext,baseline,True,True,1.0,started,started,"{""passed"":11}",[],completed,True,True,81,1822403,8598,1831001,0,1530752,0,0,81,2379,556.211,557.44,59.10284690000117,48.68837766512297,0.0059494770830497146,48.682382400962524,,402.9006953239441,232.84921741485596,1.9835054874420166,5.522216320037842,4.4086339473724365,11.445973634719849,0,,,f6e41f5391246acca4a9b9c95fa52fe6cd1facc8d0a935e187105703830731b4
v9,0036,0036,deepswe-1.1/katex-multicolumn-array-spans,baseline,False,True,,unknown,unknown,{},[],completed,True,,0,0,0,0,0,0,0,0,0,0,,,,131.1620627939701,3.9092009640298784,127.25281803600956,,0.0,0.0,,,,,0,network_start_failure;score_missing,,995633914494facb4c1999664aa2693a30b8e2296aff97e727776bc9274f7618
v9,0037,0037,deepswe-1.1/katex-multicolumn-array-spans,candidate,False,True,,unknown,unknown,{},[],completed,True,,0,0,0,0,0,0,0,0,0,0,,,,102.24943452491425,0.5330128088826314,101.71637855202425,,0.0,0.0,,,,,0,network_start_failure;score_missing,,a9a66a89fd8e23978da5deee84f1b8b1b7fe4336d955e68f64ce40141fb09783
v9,0038,0038,terminal-bench-2.1/path-tracing-reverse,candidate,True,True,1.0,started,started,"{""passed"":3}",[],completed,True,True,68,13224139,232508,13456647,0,10519104,0,0,68,178055,,5000.79,307.70016464591026,91.53676423511934,1.0360874750185758,90.50063806900289,,4843.9431319236755,384.0365288257599,5.418284058570862,11.743813037872314,17.99812650680542,400.2166681289673,0,,"Candidate path-tracing-reverse native reward 1. Native tests image_c_exists, image_compiles and image_similarity all pass; pytest reports 1.62 seconds. Native execution 5000.790 seconds, complete agent wrapper stage 5163.015 seconds and verifier stage 307.700 seconds; wrapper duration must not be mislabeled pure model time. Archive audit valid; cleanup completed and owned resources removed.",c47bec21b99fcb2a02870a77be8ace34d82a4127ce07a6891da74be3f20a82be
v9,0039,0039,terminal-bench-2.1/path-tracing-reverse,baseline,True,True,1.0,started,started,"{""passed"":3}",[],completed,True,True,123,11844480,290694,12135174,0,8971904,0,0,123,266031,7451.358,7453.031,85.83292080706451,68.51669279392809,0.004929009010083973,68.51172083197162,,7389.133114099503,565.5735294818878,2.7733356952667236,16.394309759140015,7.1592512130737305,169.11497259140015,0,observer_idle_timeout_diagnostic,"Baseline path-tracing-reverse completed with native reward 1 and all 3 tests passed (source present, compilation, image similarity; pytest 2.33 seconds). Native execution 7451.358 seconds; observer wrapper 7453.031 seconds; agent stage 7457.556 seconds; verifier stage 85.833 seconds. One exact Bun 10-second observer-timeout diagnostic exists, but no terminal native error and all 123 observed requests reconcile with known usage. Preserve this diagnostic without calling the successful cell an execution failure or asserting its counterfactual effect. Archive valid, resources removed.",4f19e2f7787f2a576f9691fc06ec5f19d2b223452f798fca0f86095c9ca31c79
v9,0040,0040,deepswe-1.1/dasel-html-document-format,baseline,False,True,,unknown,unknown,{},[],completed,True,,0,0,0,0,0,0,0,0,0,0,,,,105.43737663596403,0.7459590539801866,104.69136096094735,,0.0,0.0,,,,,0,network_start_failure;score_missing,,1b07d97e2a8795aa7ebdea04488874472482bb61fcf8ccd086c9e3d1c6a06fbd
v9,0041,0041,deepswe-1.1/dasel-html-document-format,candidate,False,True,,unknown,unknown,{},[],completed,True,,0,0,0,0,0,0,0,0,0,0,,,,139.26793062803335,3.978226996026933,135.2896470190026,,0.0,0.0,,,,,0,network_start_failure;score_missing,,21e32acf548cf6374599427a7dae92bfa9d8207d977e855cf3021b664e274514
v9,0042,0042,deepswe-1.1/kcp-go-multiplexed-kcp-streams,candidate,False,True,,unknown,unknown,{},[],completed,True,,0,0,0,0,0,0,0,0,0,0,,,,136.56992481288034,3.2920003599720076,133.27787364891265,,0.0,0.0,,,,,0,network_start_failure;score_missing,,9292fe3f07c9548e551574a6caa41883c74a9896ed72b420be8ae9e127b77984
v9,0043,0043,deepswe-1.1/kcp-go-multiplexed-kcp-streams,baseline,False,True,,unknown,unknown,{},[],completed,True,,0,0,0,0,0,0,0,0,0,0,,,,141.17197992908768,3.7824144300539047,137.38952052698005,,0.0,0.0,,,,,0,network_start_failure;score_missing,,ea02de9dd2208723c590a7f1a8d15ad5f3aea10dc9c9e1890622b2dbbacc9f36
v9,0044,0044,deepswe-1.1/boa-hierarchical-evaluation-cancellation,baseline,False,True,,unknown,unknown,{},[],completed,True,,0,0,0,0,0,0,0,0,0,0,,,,143.0868376159342,3.787273447960615,139.29951689799782,,0.0,0.0,,,,,0,network_start_failure;score_missing,,389083e6e6b197f25d32a87c7c1bcdaedf65431a803eec5e27eb6bca911452f9
v9,0045,0045,deepswe-1.1/boa-hierarchical-evaluation-cancellation,candidate,False,True,,unknown,unknown,{},[],completed,True,,0,0,0,0,0,0,0,0,0,0,,,,132.40488500194624,3.0215189129812643,129.38332370494027,,0.0,0.0,,,,,0,network_start_failure;score_missing,,dcd13b1199fb187858cf6e77927d2086dc9024023f8d6e01942006d2e66b0046
v9,0046,0046,deepswe-1.1/kgateway-consistent-hash-policy,candidate,False,True,,unknown,unknown,{},[],completed,True,,0,0,0,0,0,0,0,0,0,0,,,,97.61004773399327,0.2797549740644172,97.33025022991933,,0.0,0.0,,,,,0,network_start_failure;score_missing,,6b4ad834cf2123a7c361c2f50960b79b88a70236e50cf0baee21f2a4bb5a02d3
v9,0047,0047,deepswe-1.1/kgateway-consistent-hash-policy,baseline,False,True,,unknown,unknown,{},[],completed,True,,0,0,0,0,0,0,0,0,0,0,,,,134.66327725094743,3.190699711907655,131.47253685304895,,0.0,0.0,,,,,0,network_start_failure;score_missing,,7e3e5e4f148532bd189f8848b80859f3f0151a2441ed3c562fbcf2b0099ef7ab
v10,0000,0002,deepswe-1.1/drizzle-orm-window-function-builders,candidate,True,True,1.0,started,started,"{""passed"":696}",[],completed,True,True,42,2155842,23093,2178935,0,1942272,0,0,42,7457,,829.969,24.43934568297118,1407.52645574708,3.298951104050502,1403.501858565025,0.7255566680105403,587.2342483997345,140.46117448806763,2.9550037384033203,7.084466457366943,7.76403272151947,52.041115283966064,0,,Candidate Drizzle completed with native reward 1: all 696 tests passed (130 F2P and 566 P2P). Cleanup complete. Baseline V9 reward 0 has four SingleStore named-window failures; preserve the different evaluator/run provenance when comparing this pair.,e6cd56120e712172c257dff87691127afcef54960ae52427a3ff3997ed67125a
v10,0001,0006,deepswe-1.1/superjson-error-stack-serialization,candidate,True,True,0.0,started,started,"{""passed"":191,""failed"":5}","[""[f2p] src/error-stack.test.ts: Error Stack – AggregateError > AggregateError restores .errors on deserialization"",""[f2p] src/error-stack.test.ts: Error Stack – AggregateError > AggregateError serializes .errors array"",""[f2p] src/error-stack.test.ts: Error Stack – additional public API behavior > AggregateError.errors items are instanceof Error after deserialization"",""[f2p] src/error-stack.test.ts: Error Stack – additional public API behavior > sanitizeMessage is NOT applied to cause errors that fail classFilter"",""[f2p] src/error-stack.test.ts: Error Stack – redactPaths > string mode applies redactPaths, then maxStackLines, then stripInternalFrames""]",completed,True,True,59,3247190,23341,3270531,0,3050368,0,0,59,8584,,974.959,13.28708464303054,1266.732049524784,3.1193201079731807,1260.9391588768922,2.6735126929124817,777.3126673698425,215.74620604515076,2.5465962886810303,7.5803704261779785,5.79999852180481,27.840802669525146,0,functional_test_failures,"Candidate SuperJSON completed with native reward 0: 191 tests passed, 5 failed (75/80 F2P and 116/116 P2P). Failed checks cover AggregateError.errors serialization/restoration/Error instances, sanitizeMessage on a cause rejected by classFilter, and redactPaths/maxStackLines/stripInternalFrames ordering. Four failures overlap the baseline; the fifth differs. No native execution error or verifier setup failure observed; cleanup complete.",9a803aabb5e7a021178789224e4e6ac2f58fef49af8b327d7b664bea0f53a535
v10,0002,0007,deepswe-1.1/superjson-error-stack-serialization,baseline,True,True,0.0,started,started,"{""passed"":191,""failed"":5}","[""[f2p] src/error-stack.test.ts: Error Stack – AggregateError > AggregateError restores .errors on deserialization"",""[f2p] src/error-stack.test.ts: Error Stack – AggregateError > AggregateError serializes .errors array"",""[f2p] src/error-stack.test.ts: Error Stack – additional public API behavior > AggregateError.errors items are instanceof Error after deserialization"",""[f2p] src/error-stack.test.ts: Error Stack – includeCauses option > maxCauseDepth=0 discards all causes"",""[f2p] src/error-stack.test.ts: Error Stack – redactPaths > string mode applies redactPaths, then maxStackLines, then stripInternalFrames""]",completed,True,True,47,1621672,19965,1641637,0,1227200,0,0,47,8820,635.485,638.836,400.6318567720009,398.4803492981009,1.1145178220467642,6.870202060090378,390.4955789549276,566.5866103172302,135.586772441864,2.5072364807128906,5.803069829940796,3.8138420581817627,41.40917181968689,0,functional_test_failures,"Baseline SuperJSON native execution completed, reward 0; 191 tests pass and 5 fail (75/80 F2P, 116/116 P2P). Failed checks cover AggregateError.errors serialization/restoration/Error instances, maxCauseDepth=0, and redactPaths/maxStackLines/stripInternalFrames ordering. No native execution error, verifier setup error or observer-timeout diagnostic observed. All 47 requests reconcile; cleanup complete.",681a344143dc767859680b490a0bf250d1764d325ac57e748014bae04846bcca
v10,0003,0008,deepswe-1.1/bandit-incremental-cache-control,baseline,True,True,1.0,started,started,"{""passed"":363}",[],completed,True,True,117,6485342,27590,6512932,0,5488640,0,0,117,5539,1253.057,1254.267,57.16998338303529,1068.9760397230275,2.9929044030141085,1065.9032000090228,0.0798913809703663,1049.7700757980347,474.0434865951538,3.0599935054779053,10.657729148864746,5.136092185974121,37.40335440635681,0,,Baseline Bandit completed with native reward 1: all 363 tests passed (88 F2P and 275 P2P). Cleanup complete.,bd27b680e2031b8c1d115be7d97fb2cacf748a2acbafd6a10e85d3770cb4d8e8
v10,0004,0009,deepswe-1.1/bandit-incremental-cache-control,candidate,True,True,0.0,started,started,"{""passed"":362,""failed"":1}","[""[f2p] tests.functional.test_incremental_cli.TestCacheFileSizeStats.test_cache_stats_shows_cache_file_size_bytes""]",completed,True,True,84,5504586,22786,5527372,0,5239552,0,0,84,6413,,1006.669,66.69196923694108,5.748391528963111,0.2772707410622388,3.969374008011073,1.5016966379480436,782.8042161464691,388.11297845840454,4.610860586166382,8.520103693008423,6.906875014305115,22.767530918121338,0,functional_test_failures,"Candidate Bandit native execution completed, reward 0; 362 tests pass and 1 fails (87/88 F2P, 275/275 P2P). cache-stats prints cache file size (bytes), whose normalized label contains parentheses, instead of the required cache_file_size_bytes label. This is a native functional-test output-format mismatch; no native execution, verifier setup or observer-timeout error observed. All 84 requests reconcile; cleanup complete.",c7e87ac85283a081631a3d153978a56139064d55691749f39623e32336e78222
v10,0005,0010,deepswe-1.1/mobly-grouped-test-barriers,candidate,True,True,1.0,started,started,"{""passed"":887}",[],completed,True,True,79,5550172,36316,5586488,0,5084736,0,0,79,18300,,1342.232,15.892678414937109,3.0452489701565355,0.022818022058345377,1.1663374190684408,1.856038955040276,1131.3949854373932,381.29214096069336,4.551797389984131,12.718245029449463,6.398078203201294,75.857586145401,0,,"Candidate Mobly completed with native reward 1: all 887 tests passed (79 F2P and 808 P2P). Original baseline remains the V9 transport-interrupted reward 0, so this pair is not an uncontaminated quality comparison. Cleanup complete; no replay of the baseline.",9a54f3d03d9e5f32bb6745edae0270014f7b5768c08087fe7aae61e98c42227e
v10,0006,0012,deepswe-1.1/sqlfmt-create-table-ddl-formatting,baseline,True,True,0.0,started,started,"{""passed"":1298,""failed"":7}","[""[p2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_preformatted_fixture_is_unchanged[201]"",""[p2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_preformatted_fixture_is_unchanged[203]"",""[f2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_unformatted_reaches_preformatted[201]"",""[f2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_unformatted_reaches_preformatted[203]"",""[f2p] tests.unit_tests.test_create_table.TestDdlUtilities.test_ddl_table_constraint_count_zero"",""[f2p] tests.unit_tests.test_create_table.TestDdlUtilities.test_parse_ddl_table_constrained_columns"",""[f2p] tests.unit_tests.test_create_table.TestDdlUtilities.test_parse_ddl_table_unconstrained_columns""]",completed,True,True,175,12397983,65996,12463979,0,10702848,0,0,175,44508,2742.004,2743.675,39.879642441053875,10.759645982994698,0.8072529330383986,9.874376058927737,0.07796666503418237,2520.6437973976135,752.5612707138062,2.843012809753418,14.120025396347046,4.057202339172363,36.107585191726685,0,functional_test_failures,"Baseline SQLFmt completed with native reward 0: 1298 tests passed and 7 failed (27/32 F2P,1271/1273 P2P). Four fixture checks detect an extra space in CHECK expressions before the IN parenthesis (two idempotence and two formatting). Three DdlTable checks receive column-name strings instead of DdlColumn objects. No native execution or verifier setup error observed; cleanup complete.",e291e8e4c110038e2ad5eea0aa4d29c225724807c2b3b76418d3eb09752aa2c3
v10,0007,0013,deepswe-1.1/sqlfmt-create-table-ddl-formatting,candidate,True,True,0.0,started,started,"{""passed"":1294,""failed"":11}","[""[p2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_preformatted_fixture_is_unchanged[200]"",""[p2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_preformatted_fixture_is_unchanged[201]"",""[p2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_preformatted_fixture_is_unchanged[202]"",""[p2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_preformatted_fixture_is_unchanged[203]"",""[f2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_unformatted_reaches_preformatted[200]"",""[f2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_unformatted_reaches_preformatted[201]"",""[f2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_unformatted_reaches_preformatted[202]"",""[f2p] tests.functional_tests.test_create_table_functional.TestCreateTableFixtureRoundTrip.test_unformatted_reaches_preformatted[203]"",""[f2p] tests.unit_tests.test_create_table.TestDdlUtilities.test_ddl_table_constraint_count_zero"",""[f2p] tests.unit_tests.test_create_table.TestDdlUtilities.test_parse_ddl_table_constrained_columns"",""[f2p] tests.unit_tests.test_create_table.TestDdlUtilities.test_parse_ddl_table_unconstrained_columns""]",completed,True,True,100,8154606,46436,8201042,0,7332480,0,0,100,30241,,2005.982,62.80059888900723,45.15304788900539,1.3103011740604416,41.97583714697976,1.866856758017093,1626.8017439842224,498.15877866744995,4.2376192808151245,10.283116579055786,6.769274473190308,62.376617670059204,0,functional_test_failures,"Candidate SQLFmt completed with native reward 0: 1294 tests passed and 11 failed (25/32 F2P and 1269/1273 P2P). Eight fixture checks report the missing space before the CREATE TABLE opening parenthesis (four idempotence, four formatting). Three DdlTable checks receive column-name strings instead of DdlColumn objects for constrained/unconstrained columns. No native execution error or verifier setup failure observed; cleanup complete.",af5965717c195b633ba3ab4687736dbac03332e73556728aa74758f59015275b
v10,0008,0018,deepswe-1.1/fd-deterministic-multi-key-sorting,candidate,True,True,0.0,started,started,"{""passed"":151,""failed"":1}","[""[f2p] fd-find::tests: test_sort_natural_leading_zeros_compare_equal_numerically""]",completed,True,True,125,9250758,54418,9305176,0,8486016,0,0,125,21343,,2105.393,19.650789701961912,30.95767817401793,0.9944673370337114,29.880385448923334,0.08276447502430528,1749.339332818985,581.4418771266937,4.430175304412842,7.8172314167022705,7.478266716003418,38.9545681476593,0,functional_test_failures,"Candidate fd completed with native reward 0: 151 tests passed and 1 failed (42/43 F2P,109/109 P2P). Natural sorting with leading zeros outputs file7.txt before file007.txt, while the native test expects file007.txt before file7.txt after numeric equality. No native execution error, verifier setup error or observer-timeout diagnostic observed; cleanup complete.",007f3e62caee4c0a0ff0b2877e3139a27511fb1f90f742f2ed0e09cf097cf422
v10,0009,0019,deepswe-1.1/fd-deterministic-multi-key-sorting,baseline,True,True,0.0,started,started,"{""passed"":151,""failed"":1}","[""[f2p] fd-find::tests: test_sort_natural_leading_zeros_compare_equal_numerically""]",completed,True,True,177,8370340,57747,8428087,0,6586048,0,0,177,23271,2318.71,2322.67,19.831105832010508,23.572347526904196,0.8027040810557082,22.69419324991759,0.07539801392704248,2063.9913833141327,681.2977030277252,2.606264352798462,11.743005752563477,4.838698863983154,41.45805478096008,0,functional_test_failures,"Baseline fd completed with native reward 0: 151 tests passed and 1 failed (42/43 F2P,109/109 P2P). Like the candidate, natural sorting emits file7.txt before file007.txt rather than the expected lexical tie-break order after equal numeric values. No native execution or verifier setup error observed; cleanup complete.",950c2d3f9f34e814a9ec86cad48f41ffc2bfde0beba759bd3d3fa7ef46a13897
v10,0010,0033,deepswe-1.1/valibot-recursive-schema-composition,candidate,True,True,1.0,started,started,"{""passed"":219}",[],completed,True,True,81,9380782,104244,9485026,0,6256576,0,0,81,70523,,4118.563,16.10106427699793,34.368411432020366,1.103991981013678,33.206534032011405,0.05782973999157548,3665.830703020096,729.2434599399567,5.453539133071899,25.003857135772705,17.05531358718872,177.22011137008667,0,,"Candidate Valibot completed with native reward 1: all 219 tests passed (10 F2P,209 P2P). Cleanup complete. Baseline V9 remains the observer-timeout-interrupted result; this pair cannot establish an uncontaminated quality comparison.",1409d8796c2457714a262f550aea6f3ce2ca788681dded7f039f1a83d80de46b
v10,0011,0036,deepswe-1.1/katex-multicolumn-array-spans,baseline,True,True,1.0,started,started,"{""passed"":693}",[],completed,True,True,205,17053773,58813,17112586,0,13746368,0,0,205,38996,2851.767,2854.304,7.1815212439978495,39.41028200893197,1.2087165389675647,38.144597367965616,0.056911441963166,2498.030566215515,922.4044420719147,2.8520054817199707,13.234530448913574,4.389118432998657,38.681373834609985,0,,"Baseline KaTeX completed with native reward 1: all 693 tests passed (94 F2P,599 P2P). Cleanup complete.",69a249df95150fa43dca4a03b745e54a688709653e8e7854e9b9952d2fc39c5e
v10,0012,0037,deepswe-1.1/katex-multicolumn-array-spans,candidate,True,True,0.0,started,started,"{""passed"":691,""failed"":2}","[""[f2p] \\multicolumn error cases should throw for colspan of 0"",""[f2p] \\multicolumn error cases should throw for multicolumn outside array environment""]",completed,True,True,164,16750168,46499,16796667,0,13762752,0,0,164,31252,,2797.848,7.7589940030593425,20.265558590181172,0.7277391591342166,19.480798238888383,0.056975900079123676,2283.01060461998,1059.2715981006622,4.412741184234619,20.43812608718872,7.688279390335083,42.569063663482666,0,functional_test_failures,"Candidate KaTeX completed with native reward 0: 691 tests passed and 2 failed (92/94 F2P,599/599 P2P). The colspan=0 and multicolumn-outside-array error checks expect an error marker of 1 but receive null. No native execution or verifier setup error observed; cleanup complete.",50cae8f3cc8167ee75c137213fd6a4a7714e94a43b86d0d077f83237cf0db10f
v10,0013,0040,deepswe-1.1/dasel-html-document-format,baseline,True,True,1.0,started,started,"{""passed"":1158}",[],completed,True,True,144,6964865,31655,6996520,0,5740096,0,0,144,6789,1308.8,1311.181,727.6199420969933,784.5870060290908,1.5146071841008961,113.2635916150175,669.808733786922,1195.005573272705,510.0080728530884,2.3456718921661377,10.062583208084106,3.5922447443008423,30.2317636013031,0,,Baseline dasel completed with native reward 1: all 1158 tests passed (146 F2P and 1012 P2P). Cleanup complete. Both sides of dasel now have successful supplemented results while their original network failures remain recorded.,0a7d0199808bca67dbe24d764d1a0b4914cc67857c311827fd480d44a74f8ee4
v10,0014,0041,deepswe-1.1/dasel-html-document-format,candidate,True,True,1.0,started,started,"{""passed"":1158}",[],completed,True,True,59,3447173,24420,3471593,0,2901440,0,0,59,7754,,1174.576,180.37230912200175,152.24576647707727,0.7208136490080506,16.586572390049696,134.93829008901957,1031.3714308738708,515.1194405555725,4.827081203460693,36.96586632728577,9.406484365463257,65.69620990753174,0,,Candidate dasel completed with native reward 1: all 1158 tests passed (146 F2P and 1012 P2P). Cleanup complete.,a3b3b7c893873640abab437d7c4f063d1c270b1244596577a3ae733b68360a0e
v10,0015,0042,deepswe-1.1/kcp-go-multiplexed-kcp-streams,candidate,True,True,0.0,started,started,"{""passed"":14,""failed"":28}","[""[f2p] github.com/xtaci/kcp-go/v5.TestMuxBidirectionalTransfer"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxBlockedStreamDoesNotStallOthers"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxCloseReturnsPromptly"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxConcurrentStreams"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxControlFramePrecedence"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxFlowControlBlocksAndReleases"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxFlowControlCreditCycling"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxFlowControlPartialReadCredit"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxLargeTransfer"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxMultiplePrioritiesCoexist"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxNumStreams"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxNumStreamsDecreasesAfterClose"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxOperationsAfterSessionClose"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxPriorityPreemption"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxReadAfterStreamCloseReturnsError"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxReadDeadlineTimeout"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxRemoteCloseUnblocksBlockedWriter"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxSNMPCountersIncremented"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxSNMPHeaderIncludesMuxFields"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxSNMPResetClearsMuxFields"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxServerInitiatedStream"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxSessionCloseUnblocksReader"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxSessionCloseUnblocksWriter"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxStreamCloseUnblocksWriter"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxStreamIDParity"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxStreamNotRemovedUntilBothClosed"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxStreamRetainedUntilDataDrained"",""[f2p] github.com/xtaci/kcp-go/v5.TestMuxWriteReturnsFullCount""]",completed,True,True,207,19344650,51529,19396179,0,13449600,0,0,207,19381,,4011.658,201.73238658800256,46.24796068202704,1.41004122805316,44.78495488304179,0.052901942981407046,2572.862245082855,1326.6405053138733,5.0166003704071045,16.08426785469055,8.23117470741272,38.40340542793274,0,functional_test_failures;test_results_missing,"Candidate kcp-go native execution completed, reward 0. Raw Go events show 15 test starts and 14 passes: 12 P2P and 2 F2P. TestMuxPriorityPreemption remains active until the native Go test program panics at its three-minute timeout. The consolidated CTRF marks 28 missing results as failed: one started test has no result and 27 others have no observed start. This is an incomplete native functional suite, not 28 executed failing assertions. The native test-program limit is separate from the unchanged 10800-second outer grading budget. Cleanup complete.",b2bf3573bf2573e3a77f540cfc58245002c34cad32aaf9b7d0aaa042c6ecf31a
v10,0016,0043,deepswe-1.1/kcp-go-multiplexed-kcp-streams,baseline,True,True,1.0,started,started,"{""passed"":42}",[],completed,True,True,103,6133021,22433,6155454,0,4468544,0,0,103,4530,1310.423,1313.236,32.38164742907975,1454.493574236054,2.4320816709659994,1452.0030559620354,0.058383263065479696,931.5092031955719,458.1347439289093,2.920607566833496,12.914525985717773,4.126716375350952,28.96695327758789,0,,"Baseline kcp-go completed with native reward 1: all 42 tests passed (30 F2P,12 P2P). Cleanup complete.",e8c7ced2f56317b69f5e76e7f6c44dcfd813a1f06b39e9a31fe6e96a53514dd6
